YEAR,QUARTER,ORIGIN,DEST,avg_fare,passengers_db1b,market_distance,passengers_t100,seats,departures_performed,avg_fuel_price,load_factor,route,is_saturated
2025,1,DCA,AUS,323.5547368421052,1930.0,1406.3331024930749,10988.0,15112.0,88.0,2.2231333333333336,0.7271042879830598,DCA-AUS,0
2025,1,DCA,DAL,227.23393117831074,2658.0,1202.6047966631909,42407.0,66199.0,409.0,2.2231333333333336,0.6405988005861116,DCA-DAL,0
2025,1,DCA,DFW,338.6026227897839,5182.0,1244.7013752455796,114080.0,149590.0,846.0,2.2231333333333336,0.7626178220469283,DCA-DFW,0
2025,1,DCA,HOU,242.90662227602905,2029.0,1239.8389830508474,25589.0,37817.0,247.0,2.2231333333333336,0.6766533569558664,DCA-HOU,0
2025,1,DCA,IAH,317.35115094339625,3451.0,1243.3704402515723,55623.0,75887.0,565.0,2.2231333333333336,0.7329713916744633,DCA-IAH,0
2025,1,DCA,LAX,385.62031974701335,5563.0,2363.6521433591006,53337.0,63132.0,350.0,2.2231333333333336,0.8448488880440981,DCA-LAX,1
2025,1,DCA,SAN,278.74308380797396,1587.0,2378.214808787632,1278.0,2232.0,14.0,2.2231333333333336,0.5725806451612904,DCA-SAN,0
2025,1,DCA,SAT,255.232775974026,1545.0,1456.1964285714287,3563.0,5705.0,30.0,2.2231333333333336,0.6245398773006134,DCA-SAT,0
2025,1,DCA,SAV,238.80957142857142,839.0,567.8875,11137.0,15155.0,230.0,2.2231333333333336,0.7348729792147806,DCA-SAV,0
2025,1,DCA,SFO,399.41238160919545,3420.0,2502.206896551724,27326.0,36589.0,224.0,2.2231333333333336,0.746836480909563,DCA-SFO,0
2025,1,DEN,ACT,302.47925925925927,62.0,730.0,0.0,50.0,1.0,2.2231333333333336,0.0,DEN-ACT,0
2025,1,DEN,ACV,213.3579797979798,105.0,1092.828282828283,4441.0,5280.0,72.0,2.2231333333333336,0.8410984848484848,DEN-ACV,1
2025,1,DEN,AMA,203.13228395061728,212.0,499.820987654321,7091.0,9006.0,178.0,2.2231333333333336,0.7873639795691761,DEN-AMA,0
2025,1,DEN,ATL,247.78972067039106,10382.0,1238.931284916201,195902.0,225787.0,1269.0,2.2231333333333336,0.8676407410524078,DEN-ATL,1
2025,1,DEN,AUS,220.1703943661972,8684.0,796.9514866979656,144443.0,180554.0,1094.0,2.2231333333333336,0.799998892298149,DEN-AUS,0
2025,1,DEN,BFL,216.50565737051792,320.0,874.6812749003984,11766.0,13350.0,180.0,2.2231333333333336,0.8813483146067416,DEN-BFL,1
2025,1,DEN,BIH,210.53582278481014,98.0,765.4177215189874,4341.0,6248.0,89.0,2.2231333333333336,0.6947823303457106,DEN-BIH,0
2025,1,DEN,BUR,195.84489224137934,2926.0,863.1508620689655,53730.0,74372.0,510.0,2.2231333333333336,0.722449308879686,DEN-BUR,0
2025,1,DEN,CLL,331.4861290322581,36.0,805.0,125.0,180.0,1.0,2.2231333333333336,0.6944444444444444,DEN-CLL,0
2025,1,DEN,DAL,190.37856394129977,6644.0,666.4150943396227,93172.0,123900.0,771.0,2.2231333333333336,0.7519935431799839,DEN-DAL,0
2025,1,DEN,DFW,237.90858361774744,10276.0,649.0849829351536,204931.0,251742.0,1427.0,2.2231333333333336,0.8140516878391368,DEN-DFW,1
2025,1,DEN,ELP,155.24222222222224,1666.0,594.8514619883041,43533.0,69721.0,435.0,2.2231333333333336,0.6243886347011661,DEN-ELP,0
2025,1,DEN,FAT,245.85477192982455,707.0,870.7736842105263,27348.0,36492.0,359.0,2.2231333333333336,0.7494245314041433,DEN-FAT,0
2025,1,DEN,HOU,204.85414375301497,5425.0,906.2339604438013,79895.0,102132.0,603.0,2.2231333333333336,0.782271961774958,DEN-HOU,0
2025,1,DEN,HRL,206.22268595041322,277.0,1139.1404958677685,351.0,614.0,5.0,2.2231333333333336,0.5716612377850163,DEN-HRL,0
2025,1,DEN,IAH,284.1104550499445,7949.0,888.1727709951905,198593.0,227772.0,1095.0,2.2231333333333336,0.8718938236482097,DEN-IAH,1
2025,1,DEN,LAX,203.06608159153868,10870.0,873.3837824225636,224078.0,307924.0,1897.0,2.2231333333333336,0.7277055377300893,DEN-LAX,0
2025,1,DEN,LBB,189.43859327217126,412.0,549.1070336391438,12447.0,16806.0,227.0,2.2231333333333336,0.7406283470189218,DEN-LBB,0
2025,1,DEN,LGB,176.95961432506886,1547.0,862.7107438016529,24198.0,38006.0,245.0,2.2231333333333336,0.6366889438509709,DEN-LGB,0
2025,1,DEN,MAF,274.92802904564314,626.0,639.0248962655602,18034.0,24692.0,376.0,2.2231333333333336,0.730358010691722,DEN-MAF,0
2025,1,DEN,MRY,244.77064885496185,374.0,975.8320610687023,11146.0,13102.0,178.0,2.2231333333333336,0.8507098152953747,DEN-MRY,1
2025,1,DEN,OAK,204.3438800374883,2160.0,975.6401124648547,47924.0,64710.0,388.0,2.2231333333333336,0.7405965074949776,DEN-OAK,0
2025,1,DEN,ONT,182.9058909090909,3457.0,835.8661818181819,79059.0,102708.0,729.0,2.2231333333333336,0.769745297347821,DEN-ONT,0
2025,1,DEN,PSP,245.01861794019933,2576.0,784.5069767441861,69727.0,86979.0,630.0,2.2231333333333336,0.8016532726290254,DEN-PSP,1
2025,1,DEN,RDD,279.3616666666667,50.0,1247.4791666666667,0.0,100.0,2.0,2.2231333333333336,0.0,DEN-RDD,0
2025,1,DEN,SAN,207.4416032,9427.0,866.92096,173885.0,219015.0,1253.0,2.2231333333333336,0.7939410542656896,DEN-SAN,0
2025,1,DEN,SAT,224.6732647199617,4292.0,825.7874581139301,85386.0,111025.0,693.0,2.2231333333333336,0.7690700292726863,DEN-SAT,0
2025,1,DEN,SAV,294.76124031007754,877.0,1522.9767441860465,5574.0,6116.0,81.0,2.2231333333333336,0.9113799869195552,DEN-SAV,1
2025,1,DEN,SBA,235.53313178294573,992.0,956.877519379845,24178.0,28642.0,179.0,2.2231333333333336,0.8441449619439984,DEN-SBA,1
2025,1,DEN,SBP,240.68877805486284,519.0,948.7605985037407,15078.0,18100.0,180.0,2.2231333333333336,0.8330386740331491,DEN-SBP,1
2025,1,DEN,SFO,241.74803236797274,9149.0,991.6802952867689,210414.0,263816.0,1412.0,2.2231333333333336,0.7975786153986112,DEN-SFO,0
2025,1,DEN,SJC,217.40641156462584,3405.0,961.9852607709751,77959.0,105148.0,688.0,2.2231333333333336,0.7414216152470803,DEN-SJC,0
2025,1,DEN,SMF,211.58932113341203,3632.0,936.3913813459268,111387.0,145257.0,868.0,2.2231333333333336,0.7668270720171834,DEN-SMF,0
2025,1,DEN,SNA,232.31538152610443,5806.0,855.4788041053101,101098.0,126992.0,808.0,2.2231333333333336,0.7960973919616984,DEN-SNA,0
2025,1,DFW,ABI,223.07276595744682,64.0,158.0,22025.0,31342.0,426.0,2.2231333333333336,0.7027311594665305,DFW-ABI,0
2025,1,DFW,ABQ,259.64985046728975,1022.0,601.8485981308411,65318.0,85757.0,582.0,2.2231333333333336,0.7616637708875077,DFW-ABQ,0
2025,1,DFW,ACT,132.5653846153846,13.0,89.0,10706.0,16826.0,257.0,2.2231333333333336,0.6362771900629978,DFW-ACT,0
2025,1,DFW,ACY,224.11764705882354,17.0,1568.0,195.0,222.0,1.0,2.2231333333333336,0.8783783783783784,DFW-ACY,1
2025,1,DFW,AEX,275.28473684210525,103.0,285.0,9251.0,16705.0,257.0,2.2231333333333336,0.5537862915294822,DFW-AEX,0
2025,1,DFW,AGS,333.1905102040816,446.0,927.1224489795918,9032.0,10314.0,136.0,2.2231333333333336,0.875702928058949,DFW-AGS,1
2025,1,DFW,ALB,316.40816377171217,461.0,1499.24317617866,5820.0,7562.0,51.0,2.2231333333333336,0.7696376619941815,DFW-ALB,0
2025,1,DFW,AMA,227.19688741721856,504.0,315.2748344370861,28644.0,37178.0,503.0,2.2231333333333336,0.7704556458120394,DFW-AMA,0
2025,1,DFW,ANC,468.3138837209302,535.0,3117.4116279069767,5385.0,6272.0,57.0,2.2231333333333336,0.8585778061224489,DFW-ANC,1
2025,1,DFW,ASE,553.8115570934257,591.0,717.2249134948097,19826.0,26325.0,405.0,2.2231333333333336,0.7531244064577398,DFW-ASE,0
2025,1,DFW,ATL,255.41911856127885,24618.0,746.8805506216696,424528.0,553438.0,3092.0,2.2231333333333336,0.7670741799442756,DFW-ATL,0
2025,1,DFW,ATW,360.02170568561877,333.0,1000.9966555183946,5448.0,6764.0,89.0,2.2231333333333336,0.8054405677114134,DFW-ATW,1
2025,1,DFW,AUS,279.7819441069259,1619.0,194.6512758201701,138762.0,171433.0,1095.0,2.2231333333333336,0.8094240898776781,DFW-AUS,1
2025,1,DFW,AVL,360.55309322033895,308.0,901.6483050847457,11049.0,12073.0,159.0,2.2231333333333336,0.9151826389464094,DFW-AVL,1
2025,1,DFW,BDL,349.6344533947066,1245.0,1515.8722669735328,22044.0,26636.0,149.0,2.2231333333333336,0.8276017420033038,DFW-BDL,1
2025,1,DFW,BFL,311.77303630363036,794.0,1295.3762376237623,14610.0,18476.0,144.0,2.2231333333333336,0.7907555747997402,DFW-BFL,0
2025,1,DFW,BGR,314.915,98.0,1786.5869565217392,262.0,304.0,1.0,2.2231333333333336,0.8618421052631579,DFW-BGR,1
2025,1,DFW,BHM,278.1143047619048,1300.0,616.9561904761905,36855.0,46202.0,497.0,2.2231333333333336,0.7976927405740011,DFW-BHM,0
2025,1,DFW,BIL,322.66424242424245,373.0,1187.3939393939395,11680.0,13926.0,178.0,2.2231333333333336,0.8387189429843458,DFW-BIL,1
2025,1,DFW,BIS,360.4878089887641,214.0,1020.8483146067416,10952.0,13517.0,178.0,2.2231333333333336,0.810238958348746,DFW-BIS,1
2025,1,DFW,BMI,328.8663020833333,253.0,727.2447916666666,10530.0,12903.0,176.0,2.2231333333333336,0.8160892815624273,DFW-BMI,1
2025,1,DFW,BNA,280.7485367372354,3568.0,687.6892901618929,100195.0,126436.0,822.0,2.2231333333333336,0.7924562624568952,DFW-BNA,0
2025,1,DFW,BOI,311.58171014492757,986.0,1397.836231884058,29647.0,33114.0,175.0,2.2231333333333336,0.8953010811137283,DFW-BOI,1
2025,1,DFW,BOS,284.90024460894756,8205.0,1586.7866108786611,117556.0,139713.0,853.0,2.2231333333333336,0.8414106060280718,DFW-BOS,1
2025,1,DFW,BPT,294.02177777777774,76.0,270.73333333333335,7218.0,10790.0,166.0,2.2231333333333336,0.668952734012975,DFW-BPT,0
2025,1,DFW,BRO,253.66073529411764,319.0,483.5404411764706,18203.0,27272.0,392.0,2.2231333333333336,0.6674611322968612,DFW-BRO,0
2025,1,DFW,BTR,314.70925049309665,639.0,386.22879684418143,24322.0,29211.0,400.0,2.2231333333333336,0.8326315429119168,DFW-BTR,1
2025,1,DFW,BUF,280.1201985559567,667.0,1395.8231046931407,6372.0,7838.0,50.0,2.2231333333333336,0.8129624904312325,DFW-BUF,1
2025,1,DFW,BUR,341.8092047377326,1956.0,1261.4213197969543,49538.0,59856.0,348.0,2.2231333333333336,0.8276196204223469,DFW-BUR,1
2025,1,DFW,BWI,188.34537313432836,3106.0,1251.879353233831,49994.0,62452.0,342.0,2.2231333333333336,0.8005187984371998,DFW-BWI,1
2025,1,DFW,BZN,330.44232283464567,750.0,1273.3425196850394,24331.0,29655.0,172.0,2.2231333333333336,0.82046872365537,DFW-BZN,1
2025,1,DFW,CAE,392.50775675675675,475.0,984.3513513513514,12744.0,14147.0,176.0,2.2231333333333336,0.9008270304658231,DFW-CAE,1
2025,1,DFW,CHA,334.05028322440086,580.0,720.6209150326797,21857.0,25479.0,338.0,2.2231333333333336,0.8578437144314927,DFW-CHA,1
2025,1,DFW,CHS,315.86805633802817,1291.0,1043.1267605633802,32324.0,36656.0,224.0,2.2231333333333336,0.8818201658664339,DFW-CHS,1
2025,1,DFW,CID,329.4635172413793,563.0,730.967816091954,24694.0,27677.0,259.0,2.2231333333333336,0.8922209777071214,DFW-CID,1
2025,1,DFW,CLE,288.3937980085349,2741.0,1081.1116642958748,48332.0,62710.0,381.0,2.2231333333333336,0.7707223728273003,DFW-CLE,0
2025,1,DFW,CLL,262.5148780487805,49.0,164.0,12667.0,17041.0,262.0,2.2231333333333336,0.743324922246347,DFW-CLL,0
2025,1,DFW,CLT,315.86393168880454,5756.0,1000.773055028463,153799.0,198365.0,1030.0,2.2231333333333336,0.775333350137373,DFW-CLT,0
2025,1,DFW,CMH,328.2685133239832,2129.0,1031.7798036465638,42667.0,53559.0,395.0,2.2231333333333336,0.7966354860994418,DFW-CMH,0
2025,1,DFW,CMI,287.59867403314917,220.0,708.5414364640884,10750.0,12396.0,177.0,2.2231333333333336,0.867215230719587,DFW-CMI,1
2025,1,DFW,COS,245.4863344051447,915.0,606.9501607717042,41673.0,52569.0,458.0,2.2231333333333336,0.7927295554414199,DFW-COS,0
2025,1,DFW,COU,284.3366666666667,351.0,508.25589225589226,13844.0,16707.0,244.0,2.2231333333333336,0.8286347040162806,DFW-COU,1
2025,1,DFW,CRP,292.03742774566473,620.0,358.5086705202312,35655.0,45352.0,605.0,2.2231333333333336,0.7861836302698889,DFW-CRP,0
2025,1,DFW,CVG,267.8456928327645,2764.0,890.2894197952219,52609.0,65745.0,479.0,2.2231333333333336,0.8001977336679595,DFW-CVG,1
2025,1,DFW,DAB,363.43880733944957,113.0,1227.8073394495414,176.0,280.0,3.0,2.2231333333333336,0.6285714285714286,DFW-DAB,0
2025,1,DFW,DAY,373.3995512820513,644.0,910.0021367521367,19918.0,23385.0,308.0,2.2231333333333336,0.8517425700235194,DFW-DAY,1
2025,1,DFW,DCA,339.0444183724413,5081.0,1234.7728407388918,116763.0,150590.0,852.0,2.2231333333333336,0.7753702105053456,DFW-DCA,0
2025,1,DFW,DEN,225.22847416201117,10061.0,655.5254888268156,207607.0,251151.0,1424.0,2.2231333333333336,0.8266222312473372,DFW-DEN,1
2025,1,DFW,DRO,371.5397297297297,423.0,725.5135135135135,12931.0,14495.0,223.0,2.2231333333333336,0.8921007243877199,DFW-DRO,1
2025,1,DFW,DSM,339.810506512301,882.0,691.3487698986976,28758.0,32971.0,296.0,2.2231333333333336,0.8722210427345243,DFW-DSM,1
2025,1,DFW,DTW,248.87916076487252,6810.0,1019.0371813031162,121229.0,167139.0,985.0,2.2231333333333336,0.7253184475197291,DFW-DTW,0
2025,1,DFW,ECP,280.7719899244332,535.0,724.2544080604534,17719.0,20577.0,195.0,2.2231333333333336,0.8611070612820139,DFW-ECP,1
2025,1,DFW,EGE,393.0813232104121,1198.0,726.3752711496746,34777.0,49042.0,370.0,2.2231333333333336,0.7091268708453978,DFW-EGE,0
2025,1,DFW,ELP,241.4684164588529,1404.0,559.8952618453866,72521.0,103260.0,703.0,2.2231333333333336,0.7023145458067015,DFW-ELP,0
2025,1,DFW,EUG,280.8055158730159,287.0,1684.595238095238,5553.0,6618.0,44.0,2.2231333333333336,0.8390752493200363,DFW-EUG,1
2025,1,DFW,EVV,333.97166666666664,270.0,678.8888888888889,10169.0,12995.0,172.0,2.2231333333333336,0.7825317429780685,DFW-EVV,0
2025,1,DFW,EWR,296.5970989010989,8009.0,1388.6627943485087,108157.0,136124.0,894.0,2.2231333333333336,0.7945476183479768,DFW-EWR,0
2025,1,DFW,EYW,416.4572727272727,329.0,1131.465909090909,9922.0,11264.0,88.0,2.2231333333333336,0.880859375,DFW-EYW,1
2025,1,DFW,FAR,327.0388095238095,495.0,1020.9126984126984,17613.0,20047.0,263.0,2.2231333333333336,0.8785853244874545,DFW-FAR,1
2025,1,DFW,FAT,322.61451310861423,1772.0,1354.3314606741574,78224.0,92614.0,562.0,2.2231333333333336,0.8446239229490142,DFW-FAT,1
2025,1,DFW,FLG,287.5708771929825,161.0,889.3070175438596,4912.0,6370.0,98.0,2.2231333333333336,0.7711145996860282,DFW-FLG,0
2025,1,DFW,FLL,250.16431127012524,5977.0,1160.9682468694098,103776.0,121830.0,651.0,2.2231333333333336,0.8518098990396454,DFW-FLL,1
2025,1,DFW,FSD,298.22631336405533,517.0,800.2603686635945,20635.0,22822.0,260.0,2.2231333333333336,0.9041714135483305,DFW-FSD,1
2025,1,DFW,FSM,314.483,72.0,227.0,12390.0,17026.0,255.0,2.2231333333333336,0.7277105603195113,DFW-FSM,0
2025,1,DFW,FWA,306.191149068323,471.0,916.8695652173913,15508.0,20052.0,265.0,2.2231333333333336,0.7733891881109116,DFW-FWA,0
2025,1,DFW,GCK,335.0531707317073,52.0,404.0,7997.0,11031.0,167.0,2.2231333333333336,0.7249569395340404,DFW-GCK,0
2025,1,DFW,GEG,314.5271853146853,683.0,1680.6048951048951,10187.0,11400.0,76.0,2.2231333333333336,0.8935964912280702,DFW-GEG,1
2025,1,DFW,GGG,165.24133333333333,15.0,140.2,6697.0,11115.0,171.0,2.2231333333333336,0.602519118308592,DFW-GGG,0
2025,1,DFW,GJT,374.9340880503145,194.0,805.7987421383648,10707.0,14042.0,200.0,2.2231333333333336,0.7624982196268338,DFW-GJT,0
2025,1,DFW,GNV,366.1027397260274,258.0,964.4931506849315,5635.0,6384.0,84.0,2.2231333333333336,0.8826754385964912,DFW-GNV,1
2025,1,DFW,GPT,284.5133333333333,237.0,518.7846153846153,14968.0,18594.0,260.0,2.2231333333333336,0.8049908572657847,DFW-GPT,1
2025,1,DFW,GRI,299.8451807228916,104.0,561.0,9322.0,11366.0,173.0,2.2231333333333336,0.8201654055956361,DFW-GRI,1
2025,1,DFW,GRK,333.18931034482756,31.0,134.0,21250.0,29881.0,424.0,2.2231333333333336,0.7111542451725177,DFW-GRK,0
2025,1,DFW,GRR,314.3145591647332,1089.0,996.4849187935034,24427.0,27798.0,226.0,2.2231333333333336,0.8787322828980502,DFW-GRR,1
2025,1,DFW,GSO,321.7685882352941,944.0,1048.7731092436975,23170.0,28040.0,188.0,2.2231333333333336,0.8263195435092725,DFW-GSO,1
2025,1,DFW,GSP,311.80103070175437,1287.0,893.8004385964912,30277.0,37740.0,301.0,2.2231333333333336,0.8022522522522523,DFW-GSP,1
2025,1,DFW,GTF,318.6776842105263,99.0,1491.7368421052631,170.0,186.0,1.0,2.2231333333333336,0.9139784946236559,DFW-GTF,1
2025,1,DFW,GUC,405.01203125,389.0,688.0364583333334,9010.0,12487.0,101.0,2.2231333333333336,0.721550412428926,DFW-GUC,0
2025,1,DFW,HDN,289.8144518272425,536.0,769.8637873754153,12306.0,16856.0,98.0,2.2231333333333336,0.7300664451827242,DFW-HDN,0
2025,1,DFW,HNL,581.972404447533,2026.0,3927.8860319666437,43910.0,47366.0,190.0,2.2231333333333336,0.9270362707427269,DFW-HNL,1
2025,1,DFW,HOU,198.08526050420167,817.0,247.40672268907562,26933.0,35731.0,514.0,2.2231333333333336,0.753771235061991,DFW-HOU,0
2025,1,DFW,HRL,230.6407575757576,345.0,462.8371212121212,21308.0,27642.0,376.0,2.2231333333333336,0.7708559438535562,DFW-HRL,0
2025,1,DFW,HSV,399.6545582329317,690.0,635.4096385542168,30314.0,38705.0,510.0,2.2231333333333336,0.7832063040950782,DFW-HSV,0
2025,1,DFW,HVN,85.22093023255815,97.0,1447.0,903.0,1512.0,8.0,2.2231333333333336,0.5972222222222222,DFW-HVN,0
2025,1,DFW,IAD,287.4665074241446,2909.0,1189.6539703034216,53590.0,68675.0,451.0,2.2231333333333336,0.7803421914816163,DFW-IAD,0
2025,1,DFW,IAH,194.59945401091977,4468.0,224.69634607307853,151625.0,214207.0,1654.0,2.2231333333333336,0.7078433477897548,DFW-IAH,0
2025,1,DFW,ICT,337.9041018766756,482.0,328.11796246648794,36238.0,45973.0,623.0,2.2231333333333336,0.7882452744001914,DFW-ICT,0
2025,1,DFW,IDA,315.50674698795183,185.0,1175.632530120482,4824.0,5590.0,86.0,2.2231333333333336,0.8629695885509839,DFW-IDA,1
2025,1,DFW,ILM,357.5110285714286,413.0,1159.66,11101.0,12160.0,160.0,2.2231333333333336,0.9129111842105263,DFW-ILM,1
2025,1,DFW,IND,296.879374550683,2678.0,812.7764198418404,61853.0,78545.0,552.0,2.2231333333333336,0.7874848812782481,DFW-IND,0
2025,1,DFW,JAC,426.4568636363636,369.0,1104.3954545454546,15394.0,21376.0,167.0,2.2231333333333336,0.7201534431137725,DFW-JAC,0
2025,1,DFW,JAN,290.71745049504955,525.0,428.5693069306931,22200.0,29278.0,398.0,2.2231333333333336,0.7582485142427762,DFW-JAN,0
2025,1,DFW,JAX,352.62956293706293,2232.0,964.8653846153846,54239.0,64560.0,374.0,2.2231333333333336,0.8401332094175961,DFW-JAX,1
2025,1,DFW,JFK,263.2083693843594,2092.0,1403.157237936772,46099.0,61338.0,422.0,2.2231333333333336,0.7515569467540513,DFW-JFK,0
2025,1,DFW,LAS,265.9780243745991,12104.0,1085.5654265554842,222558.0,281583.0,1448.0,2.2231333333333336,0.790381521611745,DFW-LAS,0
2025,1,DFW,LAW,345.09615384615387,15.0,140.0,9297.0,16185.0,249.0,2.2231333333333336,0.5744207599629286,DFW-LAW,0
2025,1,DFW,LAX,259.91949340914965,25816.0,1266.3044714396485,487232.0,620034.0,3292.0,2.2231333333333336,0.7858149714370503,DFW-LAX,0
2025,1,DFW,LBB,242.77054325955737,693.0,282.0,39439.0,49299.0,590.0,2.2231333333333336,0.7999959431225786,DFW-LBB,0
2025,1,DFW,LCH,268.9295744680851,142.0,296.4468085106383,12065.0,15795.0,243.0,2.2231333333333336,0.763849319404875,DFW-LCH,0
2025,1,DFW,LEX,407.61358166189115,517.0,864.028653295129,15054.0,16860.0,222.0,2.2231333333333336,0.8928825622775801,DFW-LEX,1
2025,1,DFW,LFT,319.4474590163934,306.0,355.39344262295083,21488.0,28093.0,406.0,2.2231333333333336,0.7648880504040152,DFW-LFT,0
2025,1,DFW,LGA,291.7575642181163,13392.0,1405.5707525912574,190574.0,245588.0,1569.0,2.2231333333333336,0.7759906835838885,DFW-LGA,0
2025,1,DFW,LIT,230.75530275229357,724.0,307.4403669724771,42343.0,53079.0,636.0,2.2231333333333336,0.7977354509316302,DFW-LIT,0
2025,1,DFW,LRD,289.6177272727273,326.0,398.61038961038963,19056.0,29881.0,425.0,2.2231333333333336,0.6377296609885881,DFW-LRD,0
2025,1,DFW,MAF,267.5723021582734,603.0,316.5659472422062,35675.0,45401.0,634.0,2.2231333333333336,0.7857756437082883,DFW-MAF,0
2025,1,DFW,MCI,248.0296120271581,2107.0,474.5955383123181,67844.0,82977.0,566.0,2.2231333333333336,0.8176241609120599,DFW-MCI,1
2025,1,DFW,MCO,242.15848892878518,11436.0,1026.5302214242968,203003.0,231385.0,1238.0,2.2231333333333336,0.8773386347429609,DFW-MCO,1
2025,1,DFW,MDT,410.6508505154639,488.0,1317.2190721649486,11807.0,15000.0,88.0,2.2231333333333336,0.7871333333333334,DFW-MDT,0
2025,1,DFW,MDW,119.87791780821918,875.0,860.2630136986302,9900.0,13206.0,71.0,2.2231333333333336,0.7496592457973649,DFW-MDW,0
2025,1,DFW,MEM,257.10839681133746,1851.0,466.6395039858282,55896.0,69630.0,710.0,2.2231333333333336,0.8027574321413184,DFW-MEM,1
2025,1,DFW,MFE,300.4033727810651,810.0,472.20315581854044,59577.0,83016.0,664.0,2.2231333333333336,0.7176568372361954,DFW-MFE,0
2025,1,DFW,MGM,305.4102641509434,326.0,648.4377358490566,14677.0,18154.0,248.0,2.2231333333333336,0.8084719621020161,DFW-MGM,1
2025,1,DFW,MHK,308.01215384615386,174.0,431.0615384615385,13990.0,17252.0,249.0,2.2231333333333336,0.810920472988639,DFW-MHK,1
2025,1,DFW,MIA,321.20075704225354,6449.0,1152.4549295774648,181268.0,229573.0,1207.0,2.2231333333333336,0.789587625722537,DFW-MIA,0
2025,1,DFW,MKE,325.9617777777778,1335.0,903.9477124183006,31970.0,41228.0,293.0,2.2231333333333336,0.7754438730959542,DFW-MKE,0
2025,1,DFW,MLI,344.69448717948717,301.0,749.1410256410256,11479.0,13299.0,176.0,2.2231333333333336,0.863147605083089,DFW-MLI,1
2025,1,DFW,MLU,275.03327868852455,80.0,294.2950819672131,10776.0,17737.0,259.0,2.2231333333333336,0.6075435530247505,DFW-MLU,0
2025,1,DFW,MOB,309.2706451612903,369.0,570.1225806451613,15974.0,18565.0,245.0,2.2231333333333336,0.8604363048747643,DFW-MOB,1
2025,1,DFW,MRY,435.10097938144327,536.0,1449.8041237113403,14168.0,18176.0,142.0,2.2231333333333336,0.7794894366197183,DFW-MRY,0
2025,1,DFW,MSN,331.84691042047535,834.0,874.5155393053017,29546.0,35860.0,261.0,2.2231333333333336,0.8239263803680982,DFW-MSN,1
2025,1,DFW,MSO,326.1706306306306,263.0,1445.990990990991,6100.0,7253.0,88.0,2.2231333333333336,0.8410312973941817,DFW-MSO,1
2025,1,DFW,MSP,284.2690145182578,5766.0,888.1768587769468,102609.0,128406.0,810.0,2.2231333333333336,0.7990981729825709,DFW-MSP,0
2025,1,DFW,MSY,234.18615589606927,2975.0,465.2465023317788,81762.0,104321.0,712.0,2.2231333333333336,0.7837539900882852,DFW-MSY,0
2025,1,DFW,MTJ,299.2014609571788,613.0,731.9647355163728,15014.0,19343.0,183.0,2.2231333333333336,0.7761981078426304,DFW-MTJ,0
2025,1,DFW,MYR,291.3413919413919,302.0,1122.4029304029305,5260.0,5780.0,61.0,2.2231333333333336,0.9100346020761245,DFW-MYR,1
2025,1,DFW,OAK,212.68238636363637,198.0,1518.3636363636363,0.0,0.0,92.0,2.2231333333333336,,DFW-OAK,0
2025,1,DFW,OGG,713.7056332703214,864.0,3788.0207939508505,26321.0,29421.0,114.0,2.2231333333333336,0.8946330852112436,DFW-OGG,1
2025,1,DFW,OKC,350.34613545816734,343.0,176.3824701195219,71307.0,89349.0,728.0,2.2231333333333336,0.7980727260517745,DFW-OKC,0
2025,1,DFW,OMA,290.7763494318182,1248.0,627.9573863636364,38268.0,44607.0,313.0,2.2231333333333336,0.857892259062479,DFW-OMA,1
2025,1,DFW,ONT,247.8671302578019,6576.0,1228.101763907734,155272.0,181186.0,1158.0,2.2231333333333336,0.8569757045246321,DFW-ONT,1
2025,1,DFW,ORD,266.56539674334454,11695.0,831.5766347893513,202390.0,253268.0,1528.0,2.2231333333333336,0.7991139820269438,DFW-ORD,0
2025,1,DFW,ORF,325.5101566951567,1210.0,1262.3789173789173,31931.0,37646.0,219.0,2.2231333333333336,0.8481910428730808,DFW-ORF,1
2025,1,DFW,PBI,402.42009184845006,1931.0,1150.9724454649827,44946.0,55986.0,309.0,2.2231333333333336,0.8028078448183474,DFW-PBI,1
2025,1,DFW,PDX,259.8862480211082,3454.0,1657.3736147757256,84007.0,95031.0,540.0,2.2231333333333336,0.8839957487556692,DFW-PDX,1
2025,1,DFW,PHL,327.9670896084337,6272.0,1345.1189759036145,125206.0,154424.0,847.0,2.2231333333333336,0.8107936590167332,DFW-PHL,1
2025,1,DFW,PHX,257.7139134742404,9941.0,918.5505284015852,212680.0,250463.0,1368.0,2.2231333333333336,0.849147379053992,DFW-PHX,1
2025,1,DFW,PIA,325.9707012195122,409.0,693.655487804878,11740.0,13288.0,175.0,2.2231333333333336,0.8835039133052378,DFW-PIA,1
2025,1,DFW,PIT,354.9160983606557,2054.0,1137.6284153005465,43585.0,58760.0,351.0,2.2231333333333336,0.7417460857726345,DFW-PIT,0
2025,1,DFW,PNS,269.7961612903226,869.0,663.7629032258064,34104.0,39429.0,358.0,2.2231333333333336,0.8649471201399985,DFW-PNS,1
2025,1,DFW,PSP,384.232385786802,2954.0,1166.2728426395938,93834.0,116988.0,624.0,2.2231333333333336,0.8020822648476766,DFW-PSP,1
2025,1,DFW,PVU,146.0942206235012,739.0,967.9712230215828,15547.0,20657.0,289.0,2.2231333333333336,0.7526262283971535,DFW-PVU,0
